longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.4,37.73,45,3490,712,2337,781,3.4472,225400
-119.81,36.78,36,1650,313,660,298,3,79700
-121.89,37.23,20,7754,976,3094,941,8.19,361600
-118.3,34.07,36,2657,738,2274,723,3.425,281700
-117.56,33.88,36,838,210,722,180,2.4861,96200
-122.31,37.57,45,1165,236,845,251,4.1875,267300
-119.68,36.8,7,2855,518,1748,498,4.2066,88400
-118.08,34.04,20,5841,1146,3273,1131,4.7222,185100
-118.13,33.85,36,1885,391,1049,405,3.55,212800
-122.42,37.63,46,66,11,30,12,2.375,275000
-117.02,32.74,30,4205,772,2012,734,3.5,144700
-118.53,34.18,16,7194,1976,3687,1894,3.1887,189300
-118.11,33.82,36,1742,340,857,341,4.6875,218200
-121.67,39.37,27,2599,502,1241,502,1.9943,86300
-122.4,40.57,23,1321,259,749,222,1.655,90100
-119.81,36.92,14,4795,710,2047,640,4.665,121300
-119.35,36.2,31,1783,382,1266,358,2.2264,50800
-123.34,39.39,18,2821,628,1636,615,2.3333,84000
-119.62,36.35,10,3674,734,1864,718,2.6145,80300
-118.47,34,37,2586,765,1801,737,2.6042,305800
-120.28,38.03,13,2095,391,860,331,3.6838,145700
-122.92,39.05,38,3131,624,1591,568,2.5457,80700
-117.25,33.92,7,9812,1914,5595,1729,4.1482,124600
-118,33.73,26,2236,280,809,282,6.7395,342800
-118.59,34.23,14,4407,1209,2676,1128,3.4091,168800
-117.06,32.6,33,905,205,989,222,2.7014,108200
-121.92,37.74,8,452,51,140,43,12.5915,432400
-120.12,38.12,37,3355,666,338,136,2.0625,88900
-118.21,33.81,43,905,199,764,204,3.3214,162200
-117.94,33.88,35,1694,296,679,282,4.3333,239300
-118.25,33.93,36,2452,734,2664,667,0.9298,100000
-120.45,34.97,10,1897,354,1353,357,3.7679,131300
-118.05,33.94,34,495,120,527,130,1.9453,149000
-122.73,38.37,40,1389,309,841,288,3.1094,183300
-118.43,34.23,37,1737,369,1061,356,3.9615,173700
-118.39,34.04,44,1873,286,635,283,5.5951,461300
-118.37,33.87,13,2907,726,1573,694,3.5048,294000
-117.11,32.82,17,1787,330,1341,314,2.875,112500
-122.38,40.61,14,4773,1133,2101,1072,1.7227,105000
-122.93,38.38,18,2562,500,1128,414,3.9336,262500
-118.17,33.85,37,3714,708,1956,694,4.2218,200500
-118.2,33.95,41,679,184,788,185,2.1406,165300
-118.47,34.27,33,1549,264,881,289,5.1408,222900
-118.13,33.89,36,599,125,361,139,5.0395,225800
-122.57,38.11,24,2863,734,1583,682,3.1981,215300
-122.21,37.48,20,505,216,326,216,2.9286,237500
-124.35,40.54,52,1820,300,806,270,3.0147,94600
-116.88,33.05,11,7217,1583,4197,1502,2.8827,166700
-119.82,36.78,36,1370,289,812,282,2.6127,69600
-118.23,33.91,27,1694,393,1890,373,3.0341,89100
-118.44,34.04,16,18,6,3,4,0.536,350000
-118.24,33.94,37,869,241,1040,233,2,84200
-119.09,34.24,17,10214,1589,3409,1327,5.3806,452100
-117.69,34.05,10,1875,366,1055,363,4.3264,128900
-122.03,37.36,16,2697,803,1369,723,4.4699,367400
-117.97,33.66,22,3914,600,1871,607,5.8541,281500
-118.29,34.01,30,1385,518,1730,472,1.0539,142500
-121.96,37.34,18,4438,939,1901,895,5.3873,288300
-120.13,35.87,26,48,8,13,8,2.375,71300
-122.33,37.55,51,2565,332,870,309,9.3694,500001
-121.28,38.76,47,2901,631,1276,578,2.1366,101900
-117.9,33.87,34,1411,292,1040,299,3.4338,195200
-122.44,37.78,31,1364,386,707,379,3.1607,293800
-118.08,33.93,33,2263,511,1626,457,3.5556,172800
-118.29,33.96,39,1340,409,1463,367,1.5294,111400
-119.78,34.48,21,2377,322,1007,328,7.9248,500001
-116.76,33.46,6,1251,268,544,216,3.0694,173400
-118.05,34.08,30,1572,427,1857,428,2.4914,159200
-121.94,37.35,18,1922,561,1096,545,2.3713,244000
-117.48,33.93,31,2191,459,1564,450,2.6776,122000
-118.44,34.25,33,1121,231,1038,236,4.8958,173700
-118.58,34.17,29,3393,574,1471,587,6.2064,334900
-122.1,38.02,28,4308,824,2086,776,3.6523,159700
-117.09,32.67,31,2051,549,1581,538,2.052,108900
-121.74,38.56,18,3960,1151,2248,1144,1.7257,179100
-121.97,37.51,25,3333,511,1671,504,5.4359,258300
-121.34,38.68,28,3379,552,1543,556,4.2743,124000
-122.08,37.4,25,1750,341,999,319,5.806,308700
-118.25,33.97,38,1231,346,1217,354,1.8661,106600
-116.95,32.82,19,5308,1058,2852,1092,2.9161,135700
-122.16,37.17,35,6422,1380,2755,1064,5.0165,202300
-122.03,37.99,35,3103,537,1614,566,4.9022,169300
-120.49,37.3,35,1313,324,1350,343,1.75,57600
-122.26,37.86,35,5161,1744,3276,1742,1.6307,253600
-122.34,37.94,47,2313,433,947,430,3.942,143300
-117.09,32.81,7,6100,1185,2710,1040,5.5673,288200
-118.8,34.41,45,1610,,1148,347,2.7,120400
-118.29,33.74,41,1382,361,905,344,2.75,238300
-122.49,37.54,15,3456,545,1527,535,6.3256,368000
-117.95,33.98,15,16042,2602,7732,2552,5.6716,330400
-118.11,33.81,36,1252,209,558,214,3.9722,235600
-118.09,33.74,44,1671,390,871,367,4.6369,422200
-117.41,34.01,34,1231,216,841,199,2.6442,92000
-121.5,39.83,15,1896,408,893,334,1.6948,87500
-116.9,32.79,21,3770,491,1410,446,6.7685,294700
-121.87,39.75,22,1707,296,822,297,3.6625,126600
-118.6,34.08,40,866,181,399,176,6.91,380000
-120.98,37.79,20,2458,491,1227,481,2.7857,110900
-117.19,33.14,12,3652,923,1677,728,2.3267,92000
-117.24,32.78,44,2172,431,892,420,4.1742,342200
-117.68,33.59,12,3473,466,1569,450,8.8636,314000
-121.31,37.96,52,1829,301,694,319,3.3466,92600
-121.82,37.35,24,2298,575,2409,569,3.4509,182400
-118.06,33.78,22,4048,562,1637,541,7.3463,355600
-121.83,38,8,2572,738,1384,684,1.7161,75800
-123.79,39.44,49,2290,482,1201,479,3.5,113300
-116.98,32.74,16,3361,537,1754,578,5.1098,162300
-121.9,36.61,29,3412,827,1574,759,2.9309,217100
-121.62,39.75,20,1173,261,523,258,1.0625,92800
-117.69,34.11,16,2427,522,794,491,2.6929,119300
-121.46,38.56,52,907,180,479,177,2.2125,104000
-121.87,36.55,20,10053,1768,3083,1621,5.1506,387500
-122.24,37.49,30,2956,590,1191,594,3.7463,427600
-118.45,34,39,1909,359,867,345,4.7,334700
-117.93,33.73,19,4021,557,1872,545,6.7919,295600
-122.61,38.24,18,2933,481,1279,443,5.0849,188500
-118.38,33.84,25,5775,1149,2637,1117,5.4968,379800
-118.31,34.1,36,2288,1033,3030,890,1.5328,250000
-115.56,32.8,25,1311,375,1193,351,2.1979,63900
-121.27,38.13,35,2607,685,2016,618,1.75,82900
-121.26,37.96,40,535,105,335,102,2.5234,62800
-118.11,33.9,35,1323,269,1084,240,5.0753,178000
-121.45,38.65,5,2680,502,1885,498,2.6369,110000
-117.98,33.79,35,2356,478,1659,480,4.1115,179700
-120.25,38.04,22,4173,763,1086,444,2.5562,136200
-117.28,33.72,11,1161,235,640,210,2.1667,114600
-118.41,35.63,15,5907,1257,2310,1001,2.3125,96900
-121.41,38.57,16,4429,1124,1538,960,3.2443,190700
-118.18,34.09,40,2744,708,2747,674,2.6226,148800
-118.17,33.83,45,2019,363,880,339,4.1023,217300
-118.35,34.17,44,2572,613,1280,570,3.5583,232000
-117.97,33.94,34,1632,263,690,268,5.5608,255800
-121.22,37.81,20,1811,352,1191,327,4.0125,121500
-118.19,34.65,33,1781,326,913,314,3.9963,126800
-117.41,34.11,12,6758,1550,3204,1279,2.5181,105500
-119.8,36.74,25,1717,542,1343,471,0.799,51800
-122.65,38.37,15,1848,280,786,282,5.7204,344100
-120.27,38.31,13,3297,662,267,97,3.075,108300
-121.25,36.32,12,4776,1082,4601,1066,2.9184,100500
-117.55,34,17,3583,700,1587,719,2.6979,75000
-119.95,38.95,21,2046,580,952,353,1.7245,92200
-118.31,33.9,28,1576,400,891,378,2.6312,171300
-121.97,37.31,25,5775,1225,3580,1138,3.9187,314900
-121.97,37.8,17,3279,418,1222,381,7.9168,356000
-121.87,37.33,37,3137,685,2048,651,3.0156,270300
-118.17,34.14,45,2257,285,759,305,11.7894,500001
-120.48,39.66,32,1516,289,304,131,1.8839,71000
-122.44,37.66,36,1447,276,799,275,4.7639,265600
-119.81,34.44,23,3172,588,1467,559,4.6806,288900
-119.71,34.41,18,1225,317,694,306,3.6823,255000
-118.29,34.03,29,3544,1384,3323,1213,1.0219,258300
-122.47,37.75,45,2399,426,911,423,4.4312,361000
-115.93,35.55,18,1321,272,754,226,3.4028,67500
-117.11,32.77,52,1506,233,478,240,4.3875,300000
-118.34,34.08,50,3457,854,1584,841,3.1078,346700
-118.35,33.93,31,2746,697,1973,598,3.5139,192800
-122.66,38.48,16,2724,593,1124,586,2.825,186200
-118.98,35.37,36,1562,398,1223,329,0.9675,47100
-120.32,37.29,38,576,,478,112,2.3382,59600
-122.19,40.07,21,1548,290,744,265,1.9773,55000
-117.14,34.07,3,5542,828,2506,806,5.5875,162000
-117.66,33.64,17,3173,501,1555,520,6.7079,250800
-121.29,38,12,4038,1074,3440,942,1.9698,112300
-122.47,37.75,49,2747,472,1281,448,5.482,366300
-117.77,33.7,4,2446,622,1315,560,3.7147,137500
-122.04,37.53,34,2316,478,1524,467,3.7364,190400
-117.95,35.08,1,83,15,32,15,4.875,141700
-118.09,34.01,31,1108,238,1151,229,4.3333,149500
-119,35.36,40,850,227,764,186,0.9407,43600
-118.48,34.42,21,1375,259,728,258,5.0166,229000
-119.83,34.45,24,2168,373,934,366,5.4197,280900
-122.01,36.99,28,1321,240,652,239,4.9808,263100
-118.26,34.1,52,1310,263,689,208,4.0721,350000
-122.14,37.45,52,3841,537,1391,540,7.8647,500001
-122.22,37.88,20,95,13,31,15,2.4444,475000
-117.38,34.07,6,1156,191,910,234,4.9091,122400
-120,38.92,17,1106,207,466,180,3.3295,126600
-117.94,33.67,26,2552,314,925,323,8.1839,367000
-117,32.67,16,2238,307,1002,303,6.6143,264100
-121.21,39.24,7,4194,673,1355,566,4.3702,226100
-121.94,37.75,16,5121,735,2464,761,6.6204,296100
-118.46,34.02,29,2329,833,1953,800,2.6639,233300
-120.34,38.25,17,5497,1056,997,408,2.9821,111500
-119.37,36.21,35,2228,476,1567,449,1.4455,54100
-120.04,38.86,16,2708,481,712,261,3.7891,117700
-121.06,38.25,13,651,102,301,104,3.6528,200000
-118.1,34.13,44,1917,265,754,257,12.4237,500001
-120.86,38.75,15,1533,300,674,287,2.5625,146100
-118.21,33.89,42,1254,225,929,235,4.3646,116200
-118.09,33.79,36,4210,657,1911,631,5.8491,247300
-117.61,34.02,15,1791,346,1219,328,3.8125,170300
-121.37,38.64,27,1672,299,757,282,3.6786,159700
-122.23,37.85,52,2800,411,1061,403,6.3434,373600
-121.5,38.63,6,693,143,276,151,3.1944,117000
-117.1,32.76,52,2606,426,883,380,4.2813,270800
-122.37,41.41,28,1729,419,929,370,1.27,53100
-117.19,34.06,37,1467,348,1316,339,1.448,72800
-122.06,37.6,17,5159,832,3174,817,5.8704,234400
-118.22,33.92,43,1195,256,1251,262,3.4539,125000
-118.93,35.37,34,2412,446,1558,421,2.6903,62800
-121.86,37.37,15,8162,2124,8793,2086,3.3306,210300
-122.29,37.78,42,1241,309,821,300,1.9427,102200
-117.98,33.77,7,2252,570,1576,550,3.6333,169800
-119.03,34.24,25,3655,545,1776,544,5.687,238100
-123.35,39.42,18,1619,346,904,295,2.1625,77200
-122.18,37.9,36,4760,610,1511,572,9.0064,500001
-122.16,37.79,22,12842,2048,4985,1967,5.9849,371000
-118.13,33.81,37,1228,237,572,242,4.325,223900
-118.18,34.07,28,2616,630,2218,621,2.6842,156000
-118.15,33.78,13,3056,861,1600,824,3.3003,207800
-118.48,34.25,35,1865,335,1074,337,5.1068,223300
-121.18,39.25,9,3415,562,1208,479,4.3646,185900
-118.12,33.79,43,1471,301,767,311,4.3317,232400
-121.64,36.66,24,3174,506,1466,535,5.2285,248100
-118.17,33.91,39,1157,273,877,305,3.1087,171000
-117.73,34.07,33,1921,489,1430,467,2.3406,122600
-117.63,33.5,12,3619,536,1506,492,7.2013,353600
-117.95,33.81,24,2749,498,1367,460,4.025,240700
-118.3,33.99,47,2212,533,1903,554,1.9853,101100
-122.43,37.73,52,1985,401,1337,424,4.1071,240900
-122.51,37.98,37,4801,699,1830,679,6.0762,487800
-118.23,34.09,47,859,239,913,234,2.6442,136100
-117.93,33.73,27,3662,834,3009,743,3.9816,179500
-118.74,36.23,22,1033,232,442,136,2.6447,137500
-118.31,34.05,42,443,223,582,223,2.2937,350000
-118.25,33.94,43,1113,378,1305,334,1.1434,91300
-118.28,33.75,18,393,189,429,188,1.8393,187500
-118.04,34.09,34,2597,461,1542,470,4.6211,248900
-119,35.36,39,896,217,805,197,1.25,42500
-117.96,33.81,34,1416,277,980,284,4.7772,182500
-118.16,33.84,36,2444,432,1199,424,4.1538,218800
-118.48,34.02,25,1583,460,983,422,2.7019,293800
-122.69,38.34,16,1683,341,880,327,3.2857,160200
-121.64,39.22,37,1189,248,627,219,3.8611,100000
-122.46,37.75,52,1207,152,465,162,10.7569,500001
-117.31,33.94,7,11232,1791,4218,1644,5.2713,216500
-115.64,32.8,23,1228,235,569,235,3.1667,125000
-117.68,33.54,5,2840,403,1363,403,7.618,341400
-120.67,35.3,19,1540,715,1799,635,0.7025,500001
-117.9,33.93,12,4325,1191,1897,1080,3.3173,247400
-117.21,34.11,27,1245,229,692,234,3.2176,89400
-118.13,33.86,45,1866,343,919,344,3.5833,200200
-118.31,33.79,35,2290,563,1374,530,3.2472,254700
-121.49,38.53,40,2966,536,1225,505,3.125,130600
-121.29,37.95,16,761,306,438,282,0.7714,87500
-122.75,38.41,17,3150,588,1857,610,3.9688,165000
-118.57,34.27,20,7384,845,2795,872,9.6047,500001
-118.3,33.91,30,1842,476,1491,420,3.0147,155100
-116.57,33.76,25,2616,547,581,343,3.1364,301600
-117.76,34.07,48,1157,247,677,218,2.8594,127200
-114.65,34.89,17,2556,587,1005,401,1.6991,69100
-117.26,33.04,16,3109,450,1433,453,6.6319,269600
-117.87,33.69,4,2337,768,983,655,3.7174,275000
-123.58,39.66,15,1839,489,887,332,2.2429,100000
-118.33,34.11,37,2330,434,846,457,8.2335,430200
-120.38,40.98,27,777,185,318,115,1.6833,40000
-122.39,37.59,32,4497,,1846,715,6.1323,500001
-122.32,37.55,50,2501,433,1050,410,4.6406,500001
-118.09,34.04,18,5580,1369,3842,1276,3.6512,168500
-118.2,34.04,44,1582,544,1998,515,1.6888,125000
-118.43,33.87,41,847,173,344,170,6.822,500001
-118.11,33.84,37,1588,272,692,245,4.8594,220300
-117.83,33.83,13,3759,489,1496,499,8.3818,377600
-117.24,32.81,33,1588,289,683,301,5.4103,332400
-121.96,37.53,23,2215,475,1278,492,4.2955,218800
-118.44,34.5,5,1514,220,1355,215,8.1344,359000
-118.11,33.85,36,2418,389,1138,387,4.8393,216300
-118.12,34.71,46,40,10,14,7,1.125,225000
-121.33,38.65,24,3533,741,1496,723,2.8106,183200
-121.85,37.28,17,4208,954,1476,904,2.3971,87500
-122.36,40.66,17,2786,559,1528,517,2.0119,75800
-122.39,41.41,23,910,199,370,169,1.7448,80100
-117.76,33.72,15,941,266,366,248,4.3636,148400
-119.25,36.71,13,2813,579,1385,512,2.2202,100000
-119.79,36.84,22,1529,375,1543,395,1.7926,51700
-122.24,37.85,37,334,54,98,47,4.9643,335000
-121.29,37.99,41,930,191,463,185,3.4141,90600
-117.87,33.75,26,411,114,448,95,1.7019,350000
-117.91,33.74,15,715,214,1394,244,3.3846,162500
-122.34,37.97,19,392,109,287,81,6.0426,110000
-120.62,35.12,22,1240,294,768,288,2.655,160000
-122.09,37.37,34,2165,355,776,339,5.2971,442100
-118.59,34.25,15,9716,2387,4992,2225,3.6231,193300
-122.03,37.62,32,2964,547,1472,527,4.2468,221200
-118.03,34.06,31,1513,389,1396,364,2.4706,170600
-121.83,39.1,42,1282,198,451,159,3.2917,97900
-116.89,32.85,15,3560,593,1757,574,5.1185,185300
-119.06,34.38,33,1465,262,731,266,3.9464,230300
-118.22,33.94,40,930,258,1203,244,2.5938,115400
-118.31,33.97,48,1541,314,819,312,3.0917,136100
-122.51,38,17,2449,536,1157,543,3.9519,274200
-121.99,37.35,16,3249,947,1637,841,4.5427,198400
-117.98,33.8,32,2161,432,1503,402,4.3036,191400
-118.09,33.96,36,1116,229,719,233,3.425,163200
-116.94,32.81,22,4266,1010,2766,985,2.8175,135200
-119.28,37.11,34,1901,394,171,73,3.0729,144600
-121.39,38.57,33,2648,357,863,359,8.4016,338700
-118.38,33.87,33,1993,371,918,361,6.9021,337600
-121.54,39.48,29,2896,596,1809,617,1.8047,53800
-118.57,34.2,33,1759,311,943,315,5.223,209200
-122.36,37.54,23,6184,747,2165,700,10.1675,500001
-123.24,38.7,38,1460,311,569,176,2.7171,131300
-117.9,34.01,27,1702,381,2091,352,3.7917,131100
-117.66,34.1,37,1971,345,939,358,3.4634,145300
-117.37,33.19,33,2205,453,1138,439,2.8819,208600
-118.3,34.04,24,2092,585,1757,538,1.7109,175000
-118.33,33.79,29,4389,873,2069,901,4.1071,365600
-121.99,37.33,35,1802,291,841,315,4.8365,313900
-122.23,37.79,40,930,199,564,184,1.3281,113300
-122.59,38.78,15,764,145,366,143,3.375,103100
-119.78,36.74,15,1461,415,924,356,2.5045,90300
-120.38,36.76,12,932,244,1043,243,1.4038,54300
-119.37,36.22,19,1673,318,1298,343,2.706,64800
-121.85,37.36,11,2109,592,2744,607,4.0452,205900
-118.32,34.18,44,1594,389,832,340,3.4,212100
-119.07,35.35,24,4119,865,1294,879,2.4123,86200
-117.67,34.02,16,3042,524,1516,475,4.8906,178500
-117.09,32.74,23,3130,779,2472,744,2.32,93200
-121.42,38.53,36,1581,288,832,291,3.4083,71800
-118.33,34.15,39,493,168,259,138,2.3667,17500
-117.91,33.64,29,1652,310,832,326,4.8098,325400
-122.2,37.47,44,1927,332,846,362,4.2083,278200
-121,37.69,18,3469,661,1452,628,3.4079,147500
-117.67,34.09,17,4418,1256,2417,1094,2.7266,101000
-117.3,33.06,31,2128,520,1049,485,4.027,290000
-118.22,33.98,27,1095,340,1300,318,2.6548,123200
-116.95,33.74,20,2233,431,1024,399,2.4554,89400
-124.06,40.88,12,2087,424,1603,438,2.5667,139500
-117.8,33.66,16,2542,498,1022,494,4,223400
-121.97,37.3,25,5463,1351,2758,1310,3.0079,277300
-122.06,37.39,22,1236,290,413,274,3.6875,40000
-121.49,38.58,52,1000,324,456,250,1.4375,168800
-118.1,34.71,16,3914,819,1524,795,2.415,137500
-118.35,33.89,25,1769,440,1371,414,3.0833,232700
-117.04,32.68,11,1875,357,1014,386,4.375,115000
-118.16,33.97,13,221,63,286,64,1.9063,175000
-122.25,37.47,38,645,124,265,103,5.4688,305000
-118.08,33.93,39,1478,324,1127,320,3.525,158000
-118.51,34.2,35,1614,308,850,330,4.1806,209000
-118.4,33.96,44,1138,228,497,228,4.1852,303300
-117.67,34.1,28,1263,248,601,219,3.875,174000
-118.49,34.15,33,2829,360,1010,363,10.3587,500001
-120.83,35.33,14,4155,787,2112,755,4.4766,192700
-118.42,37.36,18,2281,520,1425,465,1.7388,54400
-118.1,33.99,31,965,217,599,206,2.7202,190300
-121.99,37.34,26,3637,933,2249,905,3.9625,262900
-121.3,38.71,17,5434,1106,2755,1047,2.8226,99900
-122.25,37.86,48,2153,517,1656,459,3.0417,489600
-122.69,38.32,16,3741,698,1938,658,4.6324,183600
-119.31,35.99,26,1460,316,880,286,1.3676,47800
-118.09,34.57,4,9761,1683,4970,1535,4.5266,142900
-122.05,37.37,27,2687,768,1362,725,3.4028,324200
-116.31,34.13,20,2352,556,1217,481,1.6063,55400
-118.13,33.89,29,2823,737,1723,678,2.7121,165500
-119.59,36.64,27,823,171,798,200,3.0521,113800
-117.51,34.16,2,718,98,119,50,4.1,315000
-122.19,39.53,34,2679,533,1287,505,2.165,58700
-117.69,34.06,29,873,226,649,198,2.7986,114400
-115.57,32.79,34,1152,208,621,208,3.6042,73600
-121.83,37.33,27,3127,610,3257,604,4.6333,173600
-117.28,33.02,21,2736,585,1251,576,4.2356,347700
-122,37.4,17,5121,1017,1470,968,2.9706,81300
-121.94,37.31,30,4238,1010,1914,972,3.7632,307000
-118.38,33.81,20,1975,306,703,292,8.5491,410300
-117.79,33.75,26,2955,377,1074,373,9.3845,500001
-118.12,33.94,31,2210,519,1047,472,3.3292,271300
-118.03,33.93,35,2470,416,1386,411,5.2736,179500
-120.33,38.26,13,2962,546,252,103,4.4063,155800
-121.98,37.28,28,3688,633,1877,620,5.7251,272600
-117.22,33.74,7,1810,386,931,355,2.5221,109200
-118.16,33.97,39,1444,447,1890,416,2.1181,176600
-117.96,33.75,25,1323,208,852,229,4.6167,237300
-122.15,37.42,44,3558,839,1779,832,3.9243,404800
-118.11,33.81,37,1694,280,776,271,6.2187,257900
-122.01,38.27,17,9089,1542,4758,1520,4.0619,126600
-122.07,37.06,31,1634,370,939,332,3.8625,232300
-118.3,33.8,27,2790,513,1498,519,5.3106,268300
-117.98,34.14,27,6341,1289,2899,1192,3.6336,235200
-118.01,33.81,25,1831,345,809,339,4.5179,177100
-118.14,34.17,52,2667,486,1681,504,4.0524,173100
-118.12,34.16,30,1762,416,940,398,2.8631,188600
-117.21,32.85,15,2593,521,901,456,4.2065,277800
-119.78,36.75,43,2070,512,1925,444,1.4635,46600
-121.28,37.94,44,1406,357,1489,386,1.4688,56800
-118.37,34.2,33,1438,309,1378,306,2.8917,170400
-118.11,34.01,22,1141,332,1189,321,2.2042,162500
-117.12,32.96,16,3050,559,1444,512,5.2463,156300
-122.41,37.75,52,1892,415,1442,371,4.2891,230000
-118.07,34.11,41,2869,563,1627,533,5.0736,270700
-122.13,37.66,19,862,167,407,183,4.3456,163000
-118.37,34.05,48,1266,234,539,222,4.005,275000
-121.08,38.9,27,3436,755,1568,709,2.4273,138400
-117.9,34.12,35,957,194,804,221,3.3322,151400
-121.82,37.23,25,2349,394,1266,383,4.9688,233100
-119.73,36.31,20,2440,433,1579,400,2.8281,60200
-117.66,33.5,16,1956,346,862,326,4.4732,186300
-118.49,34.04,48,2381,345,859,306,8.0257,500001
-118.28,33.73,52,2085,588,1767,516,2.1935,243200
-118.28,34.25,29,2559,,1886,769,2.6036,162100
-117.96,34.08,39,1076,338,1242,332,2.2679,151800
-119.01,35.37,44,593,136,364,121,1.4779,66000
-122.45,37.7,46,2193,499,1814,489,4.0125,230100
-117.99,33.93,36,1287,233,779,229,4.8523,175800
-118.2,34.03,37,1583,392,1776,377,2.7266,140800
-121.44,38.62,37,1607,385,972,354,1.9107,64700
-118.38,34.02,31,1893,450,819,426,4.3077,140600
-117.65,34.07,35,2501,651,1182,591,1.4464,113200
-122.76,38.44,14,4376,797,1809,746,3.8244,180000
-121.92,36.61,27,1619,352,831,344,4.3,226400
-121.97,37.36,34,884,153,534,154,6.0116,271200
-117.57,33.93,3,1240,151,519,146,7.5408,271900
-117.14,32.71,39,1647,478,2176,479,1.7642,82900
-122.26,37.8,20,2373,779,1659,676,1.6929,115000
-121.29,37.94,40,2827,655,2037,574,2.0303,63800
-117.82,33.89,21,3079,509,1431,480,4.0714,278900
-116.94,32.85,31,1293,232,599,228,4.7578,161000
-118.11,33.83,36,1462,233,664,220,5.1171,225300
-117.41,34.1,29,1362,251,776,253,3.1287,102000
-117.99,33.86,36,1138,228,725,219,3.4167,187200
-116.99,32.72,13,1330,216,719,215,3.8295,149600
-121.23,36.33,23,2095,536,1858,457,3.0543,92400
-118.12,34.17,52,2166,483,1308,467,3.0417,222600
-118.37,33.87,19,757,148,361,141,6.02,304200
-118.13,34.09,42,2562,781,1936,687,2.2214,219000
-122.36,37.94,45,907,188,479,161,3.0862,79000
-117.63,34.1,15,4799,1209,2554,1057,2.6582,122800
-118,33.89,35,1011,183,578,171,3.9861,188700
-118.15,34.17,46,2553,558,1740,492,2.0278,127500
-118.33,33.96,42,1686,361,737,319,2.3,189200
-119.06,36.08,19,2554,443,1301,419,4.1856,72100
-118.02,34.57,4,10655,1706,5391,1529,5.083,151300
-117.08,32.75,15,1821,516,1385,439,2.5101,95300
-122.03,37.86,25,3004,393,1145,376,7.2655,494000
-121.52,39.51,30,3085,610,1688,575,2.334,72200
-118.57,34.22,17,3262,753,1879,708,4.1359,255200
-116.33,34.15,13,1808,411,735,320,1.5489,57400
-117.4,34.09,5,6190,993,3615,963,4.4034,133200
-117.83,33.83,23,2775,547,1226,510,3.6707,231400
-116.84,33.01,5,5673,855,2592,797,5.4155,199200
-118.36,33.95,26,3231,1089,3193,1020,2.6535,177200
-121.34,38.69,17,1968,364,996,331,3.7031,114300
-122.47,37.78,51,1485,386,880,385,2.7431,307100
-122.29,37.97,20,3426,632,1512,580,4.4911,227400
-118.34,33.98,40,2108,526,1922,544,3.163,137800
-121.96,37.25,19,1858,359,790,347,4.5156,339300
-117.82,33.85,21,2603,404,1350,390,6.057,235900
-118.04,34.13,22,3359,643,1227,588,4.645,276200
-117.05,33.03,16,87,20,32,21,4.3571,144600
-121.47,38.68,19,946,182,474,173,5.0155,97300
-116.81,33.9,17,2009,469,820,381,1.3286,81800
-122.41,37.75,9,1282,334,1176,305,2.6538,206300
-117.69,33.48,25,3240,481,1462,497,6.1815,288500
-120.41,34.86,15,978,187,407,182,4.375,158000
-118.26,33.78,27,1672,491,1723,462,2.0458,174500
-118.42,34.21,29,2893,543,1636,540,5.1586,237400
-118.31,33.72,26,2711,508,1372,459,4.1451,326700
-117.25,33.08,14,7208,1012,3097,1014,6.617,285200
-118.52,34.22,35,1620,272,1052,248,5.5209,203300
-118.26,34.02,37,1551,501,2173,474,2.1667,117700
-121.3,38.69,21,6575,1105,3358,1098,4.0739,115400
-117.91,33.63,30,2071,412,1081,412,4.9125,335700
-122.66,38.42,14,5315,1037,2228,950,4.023,208400
-116.48,33.96,11,1381,300,644,248,2.3382,89400
-120.54,40.29,17,3391,623,1529,571,3.4028,91000
-117.99,33.89,21,5195,1020,2539,988,4.5033,160500
-118.08,33.77,26,2461,562,971,544,2.1944,87500
-122.21,37.81,52,1389,212,510,224,5.2402,296400
-122.34,37.95,38,1340,298,766,241,3.2833,111700
-118.36,33.83,35,2828,487,1439,490,5.6013,350200
-117.92,33.65,25,1679,470,1314,473,4.1026,211500
-121.83,37.36,29,4045,885,3036,845,3.1982,171700
-122.2,37.82,37,1229,181,420,176,7.0175,366700
-122.51,37.58,20,64,21,59,21,2.2375,450000
-121.06,38.91,18,6501,1416,2954,1373,2.5373,143000
-121.45,38.55,19,3374,808,1412,753,1.4889,77600
-117.21,32.8,19,786,282,525,229,1.7273,137500
-122.08,37.08,35,1541,297,791,277,4.425,204800
-118.13,33.83,45,3087,574,1474,567,5.5196,227600
-117.44,33.96,29,124,22,50,18,12.5381,112500
-118.98,35.39,32,2620,682,2375,684,1.2618,46900
-117.28,34.11,39,1573,418,1258,359,1.4896,69500
-121.83,37.2,6,3694,574,1554,527,6.8333,348000
-117.76,33.87,16,3973,595,1971,575,6.4265,263700
-118.28,33.75,21,2442,719,1916,646,1.2276,208300
-122.49,37.63,31,1256,328,785,297,3.2446,234600
-120.6,34.91,44,711,140,384,116,2.1094,73800
-117.46,33.94,35,1566,294,1056,279,3.5227,105400
-117.53,34.02,19,256,34,101,28,5.3269,375000
-117.21,32.86,26,1352,202,654,217,5.3693,260700
-121.47,38.54,47,2085,464,1346,402,1.2679,56700
